업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
뉴옥수탕,레저/체육/공원,2647010200110020096,부산광역시,연제구,연산동,,1002,2647010200,2647072000,264704211056.0,고분로113번길,13,129.094557092348,35.1865371298059,N,051-863-7360,http://naver.me/xbwHScKb,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-07
미녀와야수실내사격장,레저/체육/공원,2647010200106030080,부산광역시,연제구,연산동,,603-7,2647010200,2647068000,264704211058.0,고분로13번길,25,129.084496696661,35.1874540404164,N,,http://naver.me/IFjxegaG,N,N,,N,N,N,N,N,2021-10-25
호수탕,레저/체육/공원,2647010200101170176,부산광역시,연제구,연산동,,117-2,2647010200,2647073000,264704211065.0,고분로236번길,71,129.10804391317,35.1811906380973,N,051-759-4098,http://naver.me/GOuoQ7tZ,N,Y,"구분,내부",N,Y,N,N,N,2021-10-20
현대대중사우나,레저/체육/공원,2647010200104809984,부산광역시,연제구,연산동,,481-3,2647010200,2647073000,264704211065.0,고분로236번길,13,129.108207998161,35.1834489420571,N,051-757-3822,http://naver.me/xyU1ZsYs,Y,Y,구분,N,Y,N,N,N,2021-11-04
현대대중사우나,레저/체육/공원,2647010200104809984,부산광역시,연제구,연산동,,481-3,2647010200,2647073000,264704211065.0,고분로236번길,13,129.108234413741,35.1837584699174,N,051-757-3822,http://naver.me/xyU1ZsYs,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
부천탕,레저/체육/공원,2647010200104759808,부산광역시,연제구,연산동,,476-33,2647010200,2647073000,264704211066.0,고분로241번길,10,129.108734459578,35.1849862930561,N,051-754-6795,http://naver.me/FbRd7RO8,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
궁전탕,레저/체육/공원,2647010200101179904,부산광역시,연제구,연산동,,118-48,2647010200,2647073000,264704211071.0,고분로254번길,91,129.109932702266,35.1805544387277,N,,http://naver.me/GIqC8FpA,N,Y,"구분,내부",N,Y,N,N,N,2021-10-20
현대탕,레저/체육/공원,2647010200106509824,부산광역시,연제구,연산동,,651-8,2647010200,2647068000,264704211074.0,고분로32번길,74,129.085834653439,35.1822304177672,N,051-868-3284,http://naver.me/GjRp5J4M,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-07
혜원정사,종교,2647010200111130112,부산광역시,연제구,연산동,,1113-5,2647010200,2647065000,264704211078.0,고분로68번길,47,129.091051254543,35.1838402236116,N,051-866-7771,http://www.hyewon.or.kr/,Y,Y,"구분,내부",N,N,N,N,N,2021-10-25
대원탕,레저/체육/공원,2647010200103600128,부산광역시,연제구,연산동,,360-15,2647010200,2647072000,264704211097.0,과정로260번길,20,129.09914813447,35.188780073689,N,051-866-9000,http://naver.me/FVPD8hTn,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
옥천대중탕,레저/체육/공원,2647010200103719936,부산광역시,연제구,연산동,,372-21,2647010200,2647072000,264704211108.0,과정로283번나길,16,129.09724937449,35.1866148856174,N,,http://naver.me/FlJ5Ux1Z,N,Y,"구분,내부",N,Y,N,N,N,2021-10-21
성원탕,레저/체육/공원,2647010200103139840,부산광역시,연제구,연산동,,314-6,2647010200,2647065000,264704211116.0,과정로343번길,12,129.089758144658,35.190425174035,N,051-862-1269,http://naver.me/xrP9X51w,N,Y,"구분,내부",N,Y,N,N,N,2021-10-20
초원탕,레저/체육/공원,2647010200103070208,부산광역시,연제구,연산동,,307-63,2647010200,2647065000,264704211117.0,과정로344번길,26,129.091814346192,35.1911179041089,N,051-862-1863,http://naver.me/GozI0fae,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-20
배산해조탕,레저/체육/공원,2647010200118110208,부산광역시,연제구,연산동,,1811-321,2647010200,2647067000,264704211133.0,금련로18번길,3,129.095689192156,35.1723272625156,N,051-868-3034,http://naver.me/Gz5it8E2,N,Y,"구분,내부",N,Y,N,N,N,2021-10-26
배산해조탕,레저/체육/공원,2647010200118110208,부산광역시,연제구,연산동,,1811-321,2647010200,2647067000,264704211133.0,금련로18번길,3,129.095689192156,35.1723272625156,N,,http://naver.me/Gz5it8E2,N,Y,"구분,내부",N,Y,N,N,N,2021-10-26
청수탕,레저/체육/공원,2647010200106659840,부산광역시,연제구,연산동,,666-17,2647010200,2647070000,264704211166.0,대리로6번길,87,129.086221491821,35.1773963801017,N,051-864-9329,http://naver.me/xDsXbtyQ,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
연수탕,레저/체육/공원,2647010200120180224,부산광역시,연제구,연산동,,2018-109,2647010200,2647070000,264704211167.0,마곡천로30번길,8,129.086606755392,35.1717823836454,N,051-862-0168,http://naver.me/Fa3IcOtA,N,Y,"구분,내부",N,Y,N,Y,N,2021-10-26
원천탕,레저/체육/공원,2647010200121310208,부산광역시,연제구,연산동,,2131-7,2647010200,2647070000,264704211178.0,배산로11번길,11,129.093572610809,35.174937044303,N,051-863-7374,http://naver.me/5mYMUqnY,N,Y,"구분,내부",N,Y,N,N,N,2021-10-26
천동탕,레저/체육/공원,2647010200103450112,부산광역시,연제구,연산동,,345-15,2647010200,2647072000,264703137017.0,신금로,22,129.09459179597,35.1907803132336,N,,http://naver.me/F0Kq3hqa,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-21
만수탕,레저/체육/공원,2647010200117770240,부산광역시,연제구,연산동,,1777-11,2647010200,2647070000,264703137019.0,쌍미천로,58,129.089540524506,35.1780739591743,N,051-862-7361,http://naver.me/x6P9zH8k,N,Y,"구분,내부",N,Y,N,N,N,2021-10-26
한일레포츠,레저/체육/공원,2647010200111349760,부산광역시,연제구,연산동,,1135-38,2647010200,2647068000,264703137019.0,쌍미천로,100,129.087753437986,35.181499861905,N,051-867-7401,http://naver.me/GGhlvek1,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
만수목욕탕,레저/체육/공원,2647010200117770240,부산광역시,연제구,연산동,,1777-11,2647010200,2647070000,264703137019.0,쌍미천로,58,129.089557703775,35.1781046585528,N,051-862-7361,http://naver.me/x7v5Wq26,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
부산클라이밍센터,레저/체육/공원,2647010200106220032,부산광역시,연제구,연산동,,622-5,2647010200,2647068000,264704211222.0,쌍미천로151번길,18,129.086367826805,35.1863441949648,N,051-867-8848,https://cafe.daum.net/busanclimbing,N,N,,N,N,N,N,N,2021-10-25
프리다이브 랩,레저/체육/공원,2647010200106209792,부산광역시,연제구,연산동,,621-5,2647010200,2647068000,264704211224.0,쌍미천로155번길,16-1,129.086297631088,35.1867951929758,N,,https://freedivelab.modoo.at/,N,N,,N,N,N,N,N,2021-10-25
한양탕,레저/체육/공원,2647010200106679808,부산광역시,연제구,연산동,,668-11,2647010200,2647070000,264704211234.0,쌍미천로47번길,19,129.088151650987,35.1769798776866,N,051-864-5262,http://naver.me/FWJiL5Kb,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
동온아쿠아,레저/체육/공원,2647010200106529792,부산광역시,연제구,연산동,,653-10,2647010200,2647068000,264704211243.0,쌍미천로93번길,14,129.086822603068,35.1810630667158,N,070-8257-0447,http://naver.me/5EQRub55,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-29
동수탕,레저/체육/공원,2647010200103170048,부산광역시,연제구,연산동,,317-58,2647010200,2647065000,264704211267.0,연동로14번길,6,129.093031211526,35.1881851403531,N,051-861-4111,http://naver.me/501IKVIi,N,Y,"구분,내부",N,Y,N,N,N,2021-11-07
올집웰리빙서비스올짐휘트니스시청지점,레저/체육/공원,2647010200108219904,부산광역시,연제구,연산동,,822-6,2647010200,2647066000,264703129044.0,연수로,103,129.082131447382,35.1755411053251,N,051-867-2973,http://naver.me/GkKww9gb,N,Y,"구분,내부",N,Y,N,Y,N,2021-10-25
정수탕,레저/체육/공원,2647010200118249984,부산광역시,연제구,연산동,,1825-28,2647010200,2647067000,264704211285.0,연수로208번길,35,129.093204488548,35.1720984215819,N,,http://naver.me/5wfLFEDr,N,Y,"구분,내부",N,Y,N,N,N,2021-10-05
대우탕,레저/체육/공원,2647010200107930112,부산광역시,연제구,연산동,,793-4,2647010200,2647066000,264704211294.0,연수로87번길,63,129.080869672515,35.1784118731639,N,051-861-3137,http://naver.me/GeWnRPEC,N,Y,"구분,내부",N,Y,N,N,N,2021-10-05
대영스포렉스,레저/체육/공원,2647010200104200192,부산광역시,연제구,연산동,,420-3,2647010200,2647073000,264703130031.0,연안로,25,129.106921396051,35.1899143293988,N,051-757-0101,http://www.dysporex.com/,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-05
발리사우나찜질방,레저/체육/공원,2647010200111269888,부산광역시,연제구,연산동,,1127-7,2647010200,2647069000,264703129045.0,월드컵대로,152,129.079959770138,35.1868873451484,N,051-862-7345,http://tlx.co.kr/center/detail/fc00792,Y,Y,"구분,내부",N,N,N,Y,N,2021-09-30
발리사우나찜질방,레저/체육/공원,2647010200111269888,부산광역시,연제구,연산동,,1127-7,2647010200,2647069000,264703129045.0,월드컵대로,152,129.07986137587,35.1869557982239,N,051-862-7345,http://tlx.co.kr/center/detail/fc00792,Y,Y,"구분,내부",N,N,N,Y,N,2021-09-30
토탈마린,레저/체육/공원,2647010200107460096,부산광역시,연제구,연산동,,746-9,2647010200,2647068000,264703129045.0,월드컵대로,118,129.08267131219,35.1847754583204,N,,http://naver.me/5zJInwVf,N,N,,N,N,N,N,N,2021-10-01
발리사우나찜질방,레저/체육/공원,2647010200111269888,부산광역시,연제구,연산동,,1127-7,2647010200,2647069000,264703129045.0,월드컵대로,152,129.079895157408,35.1869989047357,N,051-862-7345,http://tlx.co.kr/center/detail/fc00792,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-28
목림레포츠,레저/체육/공원,2647010200113690112,부산광역시,연제구,연산동,,1369-9,2647010200,2647069000,264704211351.0,중앙대로1043번길,50,129.075099980805,35.1816010096382,N,051-862-9999,blog.naver.com/moklim24,Y,Y,"구분,내부",N,Y,N,Y,Y,2021-09-03
목림레포츠,레저/체육/공원,2647010200113690112,부산광역시,연제구,연산동,,1369-9,2647010200,2647069000,264704211351.0,중앙대로1043번길,50,129.075165675158,35.1817786722176,N,051-862-9999,http://naver.me/xFpPHZsr,Y,Y,"구분,내부",N,N,N,N,N,2021-11-06
금호탕,레저/체육/공원,2647010200107149824,부산광역시,연제구,연산동,,715-16,2647010200,2647069000,264704211358.0,중앙대로1066번길,31,129.081048046851,35.1823995792869,N,051-864-9075,http://naver.me/xzcGvGi3,N,Y,"구분,내부",N,Y,N,N,N,2021-09-03
약수탕,레저/체육/공원,2647010200108129792,부산광역시,연제구,연산동,,813-12,2647010200,2647066000,264703137024.0,중앙천로,13,129.083639169468,35.1763310359181,N,051-862-8427,http://naver.me/F7CeAXtp,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-07
호천탕,레저/체육/공원,2647010200113200128,부산광역시,연제구,연산동,,1320-19,2647010200,2647066000,264704211386.0,중앙천로73번길,8,129.079952093411,35.1804434351168,N,051-862-5808,http://naver.me/5eGNc24P,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-26
럭키랜드,레저/체육/공원,2647010200100190208,부산광역시,연제구,연산동,,19,2647010200,2647073000,264703137025.0,토곡로,39,129.103456589001,35.1816760315366,N,051-753-7009,https://zzimzilbang.com/minihome/index.html?zzidx=3539,Y,Y,"구분,내부",N,Y,N,Y,N,2021-08-25
엘지탕,레저/체육/공원,2647010200100700160,부산광역시,연제구,연산동,,70-7,2647010200,2647073000,264703137025.0,토곡로,17,129.105643147236,35.1821234616327,N,051-758-2229,http://naver.me/51YtMOCG,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-25
LG탕,레저/체육/공원,2647010200100700160,부산광역시,연제구,연산동,,70-7,2647010200,2647073000,264703137025.0,토곡로,17,129.10564450577,35.182136697095,N,051-758-2229,http://naver.me/51YtMOCG,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-25
영도해수랜드,레저/체육/공원,2620010700101409792,부산광역시,영도구,남항동3가,,141-118,2620010700,2620053000,262003128001.0,남항남로,42,129.038272768415,35.0837195641625,N,051-418-3030,http://ydsealand.com,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-25
유일탕,레저/체육/공원,2620010700100669952,부산광역시,영도구,남항동3가,,67-4,2620010700,2620053000,262004184043.0,남항서로70번길,51,129.037805727725,35.086056718727,N,051-413-3004,http://naver.me/GIqHlXVy,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-25
대교볼링센타,레저/체육/공원,2620010100100639744,부산광역시,영도구,대교동1가,,64,2620010100,2620053000,262003006003.0,태종로,59,129.037799959105,35.0931457772593,N,051-412-3763,,N,N,,N,N,N,N,N,2021-10-21
대교볼링장,레저/체육/공원,2620010100100639744,부산광역시,영도구,대교동1가,,64,2620010100,2620053000,262003006003.0,태종로,59,129.037718040012,35.0931880204105,N,051-412-3763,http://naver.me/xC6N5Iaw,Y,Y,"구분,내부",N,N,N,Y,N,2021-10-21
호연사우나,레저/체육/공원,2620010200101199872,부산광역시,영도구,대교동2가,,120,2620010200,2620053000,262003006003.0,태종로,98,129.041629809455,35.0913490748837,N,051-413-8890,http://hoyeonspa.allplaces.kr/,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
연사우나,레저/체육/공원,2620010200101199872,부산광역시,영도구,대교동2가,,120,2620010200,2620053000,262003006003.0,태종로,98,129.041489229147,35.0911943414678,N,051-413-8890,http://hoyeonspa.allplaces.kr/,N,N,,N,N,N,N,N,2021-10-22
토토락볼링장,레저/체육/공원,2620010300100800000,부산광역시,영도구,대평동1가,,80,2620010300,2620053000,262003128004.0,대평남로,8,129.035764803236,35.0900902012376,N,051-412-8112,http://totobowling.alltheway.kr/,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-06
토토락볼링장,레저/체육/공원,2620010300100800000,부산광역시,영도구,대평동1가,,80,2620010300,2620053000,262003128004.0,대평남로,8,129.035587035285,35.0901570090887,N,051-412-8112,http://totobowling.alltheway.kr/,Y,Y,"구분,외부",N,N,N,N,N,2021-10-22
토토볼링센타,레저/체육/공원,2620010300100800000,부산광역시,영도구,대평동1가,,80,2620010300,2620053000,262003128004.0,대평남로,8,129.035824394557,35.0900741187723,N,051-412-8112,http://totobowling.alltheway.kr/,N,N,,N,N,N,N,N,2021-10-22
대평탕,레저/체육/공원,2620010300100009984,부산광역시,영도구,대평동1가,,1-2,2620010300,2620053000,262004184060.0,대평로20번길,5,129.035114392728,35.0913699936553,N,051-418-2385,http://naver.me/xC6kyVwh,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
대성잠수기,레저/체육/공원,2620010400101960192,부산광역시,영도구,대평동2가,,196,2620010400,2620053000,262003128006.0,대평북로,43,129.03367276225,35.0931619072432,N,,http://naver.me/xQOqGAYc,N,N,,N,N,N,N,N,2021-10-22
영도문화의거리,문화관광/명소,2620012100107230208,부산광역시,영도구,동삼동,,723-7,2620012100,2620066000,,,,129.080233787012,35.0692873661562,N,051-403-1193,http://naver.me/5IFdQq3U,N,N,,N,N,N,N,N,2021-11-01
해양스포츠교실,레저/체육/공원,2620012100110349824,부산광역시,영도구,동삼동,,1035-7,2620012100,2620066000,262004184001.0,감지길87번길,19,129.076950629361,35.0614785620132,N,051-405-4111,http://naver.me/Ft80PyFN,Y,Y,"구분,내부",N,N,N,Y,N,2021-11-01
오스포츠,레저/체육/공원,2620012100110349824,부산광역시,영도구,동삼동,,1035-8,2620012100,2620066000,262004184002.0,감지길87번길,19,129.076953904317,35.0614769771414,N,051-403-6668,http://naver.me/Gi9czRBT,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
바다친구,레저/체육/공원,2620012100110419968,부산광역시,영도구,동삼동,,1042,2620012100,2620066000,262004184003.0,감지길91번길,3,129.077237345223,35.0620175977919,N,,http://cafe.naver.com/bada79,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
씨텍스킨스쿠버,레저/체육/공원,2620012100110439936,부산광역시,영도구,동삼동,,1044-8,2620012100,2620066000,262004184003.0,감지길91번길,18,129.076624850194,35.0617289299714,N,,http://naver.me/5vIhHH2J,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
스쿠바하우스,레저/체육/공원,2620012100110349824,부산광역시,영도구,동삼동,,1035-18,2620012100,2620066000,262004184004.0,감지해변길,96,129.077311480119,35.0612542255433,N,, http://www.scubahouse.kr/,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
미룡사,종교,2620012100103229952,부산광역시,영도구,동삼동,,323-194,2620012100,2620065000,262003128007.0,동삼남로,11,129.066883222076,35.0775756227306,N,051-404-4300,http://naver.me/5JJVfO33,N,Y,"구분,외부",N,N,N,N,N,2021-10-28
천일탕,레저/체육/공원,2620012100102309888,부산광역시,영도구,동삼동,,231-64,2620012100,2620065000,262003128009.0,동삼로,87-5,129.070346986224,35.0813560090246,N,051-404-2121,http://naver.me/xdIY8f3p,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
장수목욕탕,레저/체육/공원,2620012100102309888,부산광역시,영도구,동삼동,,231-147,2620012100,2620065000,262004184090.0,동삼로81번길,28,129.070089453418,35.0815620276643,N,051-404-0855,http://naver.me/xAtzuxh3,Y,Y,"구분,내부",N,N,N,N,N,2021-10-26
장수탕,레저/체육/공원,2620012100102309888,부산광역시,영도구,동삼동,,231-147,2620012100,2620065000,262004184090.0,동삼로81번길,28,129.070097485851,35.0815633662296,N,051-404-0855,http://naver.me/xAtzuxh3,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-28
대광탕,레저/체육/공원,2620012100111229952,부산광역시,영도구,동삼동,,1123-7,2620012100,2620067000,262003128015.0,상리로,35,129.068184182776,35.0846397388727,N,051-404-0080,http://naver.me/5ncmNApz,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
태종대자갈마당,문화관광/명소,2620012100200289792,부산광역시,영도구,동삼동,,산29-1,2620012100,2620066000,262003128019.0,전망로,120,129.089987552194,35.0533832983322,N,051-405-2004,http://taejongdae.bisco.or.kr/facil/facil07/facil07_7/,N,N,,N,N,N,N,N,2021-11-02
호국영도유격대길,문화관광/명소,2620012100200289792,부산광역시,영도구,동삼동,,산29-1,2620012100,2620066000,262003128019.0,전망로,209,129.088917096101,35.0513796875217,N,,http://naver.me/GLKUtwf7,N,N,,N,N,N,N,N,2021-11-02
영도등대,문화관광/명소,2620012100110539776,부산광역시,영도구,동삼동,,1054,2620012100,2620066000,262003128019.0,전망로,181,129.092095111548,35.052305095779,N,051-405-1201,http://naver.me/x4buEbW8,N,N,,N,N,N,N,N,2021-11-22
태종대,레저/체육/공원,2620012100200289792,부산광역시,영도구,동삼동,,산29-1,2620012100,2620066000,262003128019.0,전망로,120,129.087382979345,35.0535597807179,N,051-405-8745,http://taejongdae.bisco.or.kr/,Y,Y,"구분,외부",N,N,N,N,N,2021-11-06
태종대자갈마당,문화관광/명소,2620012100200189952,부산광역시,영도구,동삼동,,산19-1,2620012100,2620066000,262004184004.0,전망로,120,129.087964372457,35.0554323395392,N,,http://naver.me/FuVzYgHp,Y,Y,"구분,외부",N,N,N,N,N,2021-11-02
영도등대,문화관광/명소,2620012100110539776,부산광역시,영도구,동삼동,,1054,2620012100,2620066000,262003128019.0,전망로,181,129.092103594181,35.0522719762432,N,051-405-1201,http://naver.me/x4buEbW8,N,N,,N,N,N,N,N,2021-11-12
영도관광사격장,레저/체육/공원,2620012100201489920,부산광역시,영도구,동삼동,,산149-4,2620012100,2620065000,262003128020.0,절영로,321,129.054151515477,35.0744534436229,N,051-405-9130,http://www.koreashooting.com/,N,N,,N,N,N,N,N,2021-11-02
영도관광실탄사격장,레저/체육/공원,2620012100201489920,부산광역시,영도구,동삼동,,산149-4,2620012100,2620065000,262003128020.0,절영로,319,129.054083239764,35.0734960774582,N,051-405-9130,http://www.koreashooting.com/,Y,Y,"구분,내부",N,N,N,N,N,2021-11-02
영도관광실탄사격장,레저/체육/공원,2620012100201489920,부산광역시,영도구,동삼동,,산149-4,2620012100,2620065000,262003128020.0,절영로,319,129.054080520076,35.0734864671037,N,051-405-9130,www.koreashooting.com,Y,Y,"구분,내부",N,N,N,N,N,2021-11-22
조양탕,레저/체육/공원,2620012100106560000,부산광역시,영도구,동삼동,,656-8,2620012100,2620065000,262003128020.0,절영로,500,129.070570892985,35.0716078935577,N,,http://naver.me/GqBLblDh,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
오상탕,레저/체육/공원,2620012100105099776,부산광역시,영도구,동삼동,,510-31,2620012100,2620065000,262003128023.0,중리로,27,129.068283145368,35.0733469709005,N,051-403-3372,http://naver.me/xzcQ6iHZ,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
부산체육고등학교수영장,레저/체육/공원,2620012100105249792,부산광역시,영도구,동삼동,,525,2620012100,2620065000,262004184235.0,중리북로21번길,5,129.065562796392,35.0712994772017,N,051-400-3067,http://naver.me/F5bW82m2,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
한바다볼링센터,레저/체육/공원,2620012100107700224,부산광역시,영도구,동삼동,,770,2620012100,2620066000,262003006003.0,태종로,759,129.080757153305,35.0686470690264,N,051-403-3358,http://naver.me/GDcZQmg2,Y,Y,"공용,외부",N,N,N,N,N,2021-11-01
태종대온천찜질방,레저/체육/공원,2620012100109720064,부산광역시,영도구,동삼동,,972,2620012100,2620066000,262003006003.0,태종로,808,129.078824882515,35.0646168599078,N,051-404-9001,http://tjdspa.co.kr/,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
해양대방파제,레저/체육/공원,2620012100100009984,부산광역시,영도구,동삼동,,1,2620012100,2620066000,262003006003.0,태종로,727,129.083272965901,35.0729900582751,N,,http://naver.me/Gcj3NFAC,N,N,,N,N,N,N,N,2021-11-01
코리아세일링아카데미,레저/체육/공원,2620012100100009984,부산광역시,영도구,동삼동,,1,2620012100,2620066000,262003006003.0,태종로,727,129.089135562729,35.0769637778671,N,051-410-5005,http://naver.me/5EQHZqt6,Y,Y,"구분,내부",N,N,N,N,N,2021-10-28
순직선원위령탑,문화관광/명소,2620012100111479808,부산광역시,영도구,동삼동,,1148,2620012100,2620066000,262004184369.0,태종로793번길,32,129.08338644298,35.0658581368711,N,051-403-2358,http://naver.me/5eG7u9PJ,N,N,,N,N,N,N,N,2021-11-22
부산본어묵어묵체험관,문화관광/명소,2620012100111560192,부산광역시,영도구,동삼동,,1156,2620012100,2620065000,262004184392.0,해양로301번길,45,129.080244859286,35.0785634048817,N,051-403-4859,http://busanborn21.modoo.at/,Y,Y,"구분,외부",Y,Y,N,Y,N,2021-11-02
대진탕,레저/체육/공원,2620011700100590080,부산광역시,영도구,봉래동3가,,59-10,2620011700,2620059000,262004184160.0,영봉길,75,129.045217379679,35.091696775706,N,051-417-6741,http://naver.me/GVAKGsMQ,N,Y,"구분,내부",N,Y,N,N,N,2021-10-26
홍연탕,레저/체육/공원,2620011800102199808,부산광역시,영도구,봉래동4가,,220-11,2620011800,2620058500,262004184075.0,동백꽃길,156,129.049972751041,35.0914156229972,N,051-415-3153,http://naver.me/GXEDxYha,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-26
덕수탕,레저/체육/공원,2620011900100619776,부산광역시,영도구,봉래동5가,,62-45,2620011900,2620060500,262004184123.0,봉래언덕길,195,129.050220737111,35.0930769283322,N,051-413-4348,http://naver.me/FT0mbUMp,N,Y,"구분,내부",N,N,N,N,N,2021-10-29
외나무탕,레저/체육/공원,2620011200102389760,부산광역시,영도구,신선동1가,,239-3,2620011200,2620058500,262004184367.0,하나길,608,129.047259945628,35.0886614818474,N,051-416-3700,http://naver.me/Gvk6ZNW0,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
화천탕,레저/체육/공원,2620011200100570112,부산광역시,영도구,신선동1가,,57,2620011200,2620058500,262004184372.0,한결길,53,129.046146167194,35.0915046097915,N,051-417-2700,http://naver.me/FDQvBeib,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
억수목욕탕,레저/체육/공원,2620011300101009920,부산광역시,영도구,신선동2가,,101-1,2620011300,2620058500,262004184367.0,하나길,503,129.046360095215,35.087310977825,N,,,N,N,,N,N,N,N,N,2021-10-25
억수탕,레저/체육/공원,2620011300101009920,부산광역시,영도구,신선동2가,,101-1,2620011300,2620058500,262004184367.0,하나길,503,129.046210982237,35.0872447173036,N,051-412-5004,http://naver.me/xL16Dk3f,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
복천사,종교,2620011400200059904,부산광역시,영도구,신선동3가,,산6-1,2620011400,2620058500,262004184129.0,산정길,41,129.05059248021,35.082605469181,N,051-417-5551,http://www.bokc.co.kr/,Y,Y,"구분,외부",N,N,N,N,N,2021-10-25
약수탕,레저/체육/공원,2620011400100839936,부산광역시,영도구,신선동3가,,84-4,2620011400,2620058500,262004184367.0,하나길,299,129.044965756866,35.0830385795082,N,051-417-0671,http://naver.me/GDcnENjN,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
부산항대중탕,레저/체육/공원,2620010800100009984,부산광역시,영도구,영선동1가,,1-1,2620010800,2620054000,262004184210.0,절영로13번길,58-1,129.043140575989,35.0918867833192,N,051-415-5689,http://naver.me/FEJII6Qx,Y,Y,"구분,내부",N,N,N,N,N,2021-10-25
부산항대중탕,레저/체육/공원,2620010900100009984,부산광역시,영도구,영선동2가,,1-1,2620010900,2620054000,262004184216.0,절영로35번길,56,129.042063951862,35.0900423367001,N,,http://naver.me/FEJII6Qx,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-25
국제탕,레저/체육/공원,2620010900100250112,부산광역시,영도구,영선동2가,,25-6,2620010900,2620054000,262004184230.0,절영로93번길,40-8,129.041013824697,35.0879477939459,N,051-417-1891,http://naver.me/5bXhF8dL,Y,Y,"구분,내부",N,N,N,N,N,2021-10-25
대화탕,레저/체육/공원,2620011000101130240,부산광역시,영도구,영선동3가,,113-1,2620011000,2620055000,262003128020.0,절영로,129,129.042421365871,35.0846674741796,N,051-416-0628,http://naver.me/xuIr1HSk,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
흰여울문화마을,문화관광/명소,2620011100110439936,부산광역시,영도구,영선동4가,,1044-6,2620011100,2620055000,,,,129.045524711421,35.0778465098874,N,051-419-4067,http://www.ydculture.com/,N,Y,"공용,외부",N,N,N,N,N,2021-10-25
부산갈맷길3코스3구간시작인증대,문화관광/명소,2620011100101859840,부산광역시,영도구,영선동4가,,186-68,2620011100,2620055000,262003128020.0,절영로,163,129.041315044309,35.0812266256578,N,,http://naver.me/GyeB2wZk,N,N,,N,N,N,N,N,2021-10-29
유성탕,레저/체육/공원,2620011100114699776,부산광역시,영도구,영선동4가,,1470,2620011100,2620055000,262003128020.0,절영로,205,129.044929307565,35.0794130894442,N,051-416-6620,http://naver.me/GkKeUYHF,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
청학배수지전망대,문화관광/명소,2620012000104750080,부산광역시,영도구,청학동,,475-4,2620012000,2620064000,262003128016.0,와치로,36,129.05989511068,35.0881082617875,N,,http://naver.me/xgaudqYh,Y,Y,"공용,외부",N,N,N,N,N,2021-10-28
산수락,레저/체육/공원,2620012000104889856,부산광역시,영도구,청학동,,489-31,2620012000,2620064000,262003128021.0,조내기로,36,129.063018979999,35.0861759847381,N,051-414-7011,http://naver.me/FFv7B4Yd,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
