keyword,isinTrue,cluster
거대갈비,가물다 어지럽다 귀찮다 바르다 귀엽다 누르다 징그럽다 구찮다 예뿌다 나쁘다 낫다 잽싸다  지나치다 슬프다 재미있다 싱겁다 맛나다 갓다 맵다 저렇다 멀다 춥다 구다 인상깊다 엄청나다 휑하다 푸르다 찐하다 뜬금없다 시끄럽다 가깝다 아무렇다 궂다 뜨거우다 이쁘다 드럽다 뛰어나다 못지않다 가볍다 강하다 알맞다 멋지다 굳다 알차다 덥다 빠르다 젊다 잇다 똑같다 진하다 어렵다 정신없다 깊다 상관없다 배부르다 약하다 맑다 질기다 좁다 언짢다 바쁘다 낮다 탁하다 싫다 야무지다 무섭다 심하다 아름답다 두껍다 어딨다 무지하다 쓸모없다 밝다 맛없다 쨍하다 급하다 하얗다 나다 부드럽다  무겁다 아깝다 얇다 고프다 뒤늦다 이렇다 뽀얗다 아프다 멋있다 시다 슴슴하다 비싸다 부럽다 놀랍다 싸다 아쉬우다 적다 빡세다 쓸데없다 즐겁다 흐리다 경이롭다,1
고래사어묵,귀찮다 겉다 찹다 쎄다 귀엽다 예뿌다 짙다 나쁘다 잽싸다  지나치다 슬프다 재미있다 맛나다 맵다 저렇다 멀다 엄청나다 굵다 파랗다 가깝다 반갑다 차갑다 이쁘다 가볍다 까다로우다 알맞다 멋지다 수많다 칩다 알차다 빠르다 젊다 얕다 진하다 똑같다 뜨겁다 어떻다 정신없다 웁다 구리다 상관없다 깊다 배부르다 맑다 좁다 흔하다 언짢다 바쁘다 습하다 싫다 빨갛다 야무지다 무섭다 동그랗다 고맙다 심하다 실하다 밝다 맛없다 검다 급하다 야하다 부드럽다 나다 활기차다  무겁다 아깝다 고르다 재미나다 얇다 끊임없다 고프다 뒤늦다 이렇다 낯설다 멋있다 비싸다 부럽다 뜨다 잘다 싸다 찰지다 비리다 아쉬우다 세다 적다 앙증맞다 흐리다 덥다,1
고옥,옛스럽다 귀찮다 쎄다 귀엽다 나쁘다 차다 안녕하다 잽싸다 낡다  소용없다 기쁘다 재미있다 슬프다 까다롭다 싱겁다 조다 맛나다 저렇다 멀다 춥다 엄청나다 찐하다 가깝다 우하다 반갑다 이쁘다 걸맞다 빡쎄다 어이없다 가볍다 강하다 알맞다 알차다 기름지다 빠르다 젊다 착하다 변함없다 똑같다 쫀쫀하다 친하다 어떻다 손색없다 깊다 상관없다 약하다 맑다 좁다 흔하다 싫다 야무지다 무섭다 힘드다 배고프다 아름답다 검다 새롭다 맛없다 급하다 거하다 나다 부드럽다 틀림없다  고르다 얇다 과하다 고프다 이렇다 낯설다 멋있다 안타깝다 비싸다 부럽다 잘다 고되다 비리다 아쉬우다 세다 적다 흐리다 덥다,1
곰내연밭,귀찮다 귀엽다 징그럽다 어뜨다 나쁘다 낫다 낡다  드높다 짙푸르다 재미있다 가파르다 맛나다 맵다 엄청나다 푸르다 찐하다 굵다 정겹다 가깝다 반갑다 새파랗다 재빠르다 뜨거우다 이쁘다 못지않다 가볍다 강하다 멋지다 마르다 수많다 유별나다 빠르다 부드러우다 얕다 착하다 진하다 똑같다 어렵다 우중충하다 새초롬하다 잦다 보드랍다 깊다 약하다 맑다 좁다 흔하다 곱다 바쁘다 습하다 싫다 더우다 색다르다 무섭다 힘드다 아름답다 두껍다 무지하다 미끄럽다 밭다 쨍하다 훤하다 야하다 부드럽다 순하다  얇다 고프다 수줍다 뒤늦다 멋있다 시다 슴슴하다 벅차다 놀랍다 비리다 드넓다 남다르다 어여쁘다 세다 적다 앙증맞다 즐겁다 흐리다 덥다,1
공수어촌체험마을,뜻있다 틀리다 더리다 발다 옛스럽다 귀찮다 나쁘다 폭넓다 낡다  어떠다 약다 능하다 드높다 힘없다 짙푸르다 설다 저렇다 냅다 찐하다 해맑다 손쉽다 차갑다 이쁘다 거침없다 못지않다 에리다 조그맣다 둥굴다 알차다 유별나다 번거롭다 존다 시퍼렇다 젊다 값지다 따갑다 듯하다 무르다 친하다 용하다 누리다 염치없다 곧다 값싸다 구성지다 무덥다 름없다 찌뿌둥하다 느리다 곱다 낮다 없다다 부질없다 메마르다 수없다 사이좋다 얄궂다 아름답다 관계없다 게으르다 올곧다 맛없다 옥다 야하다 틀림없다 천하다 재미나다 고르다 검붉다 스럽다 수줍다 뒤늦다 터무니없다 뽀얗다 뼈아프다 거세다 지겹다 벅차다 뿌옇다 놀랍다 즐거웁다 비리다 억세다 더디다 아쉬우다 앙증맞다 싶다 쓸데없다 구지다 경이롭다 어리다 어림없다 덜하다 두려우다 단촐하다 엿같다 따시다 징그럽다 뼈저리다 나뿌다 안녕하다 세차다 유례없다 비좁다 대차다 사납다 두드러지다 당차다 느닷없다 엄하다 지나치다 넒다 영락없다 둥글다 붉다 맛나다 심심찮다 멀다 부끄럽다 달르다 외지다 구다 푸르다 장하다 서럽다 힘차다 정겹다 고다 부끄러우다 가느다 매섭다 칩다 어려우다 묘하다 덩그러다 지대다 기차다 어처구니없다 똑같다 진하다 어렵다 둥그렇다 맑디맑다 어떻다 잦다 둏다 이롭다 상관없다 중하다 맑다 좁다 질기다 점잖다 귀여우다 시꺼멓다 검디검다 빨갛다 고마우다 보잘것없다 잘나다 무섭다 버겁다 힘드다 배리다 너그럽다 끈질기다 고맙다 달갑다 배고프다 어딨다 무지하다 미우다 살갑다 박하다 새롭다 급하다 아까우다 허허롭다 하얗다 활기차다 가엾다 어줍잖다 아깝다 과하다 오래다 이렇다 희다 아프다 그지없다 오지다 주제넘다 뻔하다 흐드러지다 아푸다 자리다 짜르다 지겨우다 빡세다 모질다 덥다 굳세다 아름다우다 싱그럽다 악하다 향그럽다 환하다 어지럽다 어둡다 청승맞다 갑작스럽다 추하다 예뿌다 짙다 기똥차다 잽싸다 심술궂다 남모르다 시답다 밉다 짓궂다 두렵다 하찮다 기쁘다 슬프다 밤늦다 뜻깊다 조다 시커멓다 허옇다 맵다 춥다 인상깊다 이르다 맛깔지다 우연찮다 굵다 후지다 시끄럽다 읎다 드물다 미끄러우다 후덥다 파랗다 지긋지긋하다 날카롭다 가깝다 궂다 반갑다 애닯다 우렁차다 뜨거우다 캄캄하다 망하다 드럽다 멋들어지다 가볍다 안쓰럽다 까지다 멋지다 수많다 굳다 기름지다 빼나다 빠르다 부드러우다 서글프다 생뚱맞다 얕다 변함없다 험하다 못미덥다 정신없다 거칠다 더럽다 부지다 선하다 넓디넓다 배부르다 저리다 약하다 어마다 더우다 싫다 습하다 남짓하다 시리다 줄기차다 머다 헛되다 짠하다 동그랗다 심하다 흥겹다 두껍다 덧없다 밝다 밭다 새하얗다 쨍하다 훤하다 귀하다 부드럽다 까맣다 죠다 고달프다 재미없다 서툴다 고프다 외로우다 쓰리다 낯설다 옳다 머지않다 노랗다 푸르르다 시다 괴롭다 분하다 비싸다 뜨다 한량없다 잘다 고되다 남다르다 적다 낯익다 가열차다 즐겁다 흐리다 힘겹다 가쁘다 마뜩다 호되다 겉다 찹다 적잖다 바르다 쎄다 연하다 귀엽다 증하다 어리석다 차다 커다랗다 사나우다 낫다 가려우다 독하다 소용없다 가렵다 호리호리하다 글다 헐벗다 번거로우다 재미있다 온데간데없다 까다롭다 억수같다 해밝다 가늘다 가파르다 싱겁다 보람차다 옅다 누렇다 비뚤다 엄청나다 눈부시다 흉하다 이채롭다 아무렇다 외롭다 멋쩍다 재빠르다 걸맞다 뛰어나다 간지럽다 자다 빼어나다 강하다 알맞다 앙징맞다 대수롭다 꺼멓다 새까맣다 착하다 뜨겁다 쑥스럽다 자그맣다 기운차다 웁다 손색없다 만다 구리다 깊다 메뜨다 곤하다 흔하다 바쁘다 엷다 섭하다 색다르다 야무지다 어설프다 우습다 솔찮다 매끄럽다 벌겋다 추다 실하다 쓸모없다 올바르다 무서우다 괴로우다 검다 의좋다 서투르다 징하다 나다 순하다 묽다  습지다 무겁다 얇다 문제없다 끊임없다 노르다 형편없다 재수없다 멋있다 안타깝다 가벼웁다 끝없다 부럽다 아낌없다 싸다 그립다 드넓다 세다 높다랗다 숱하다 성하다 가까우다,0
관음사,푸르다  무겁다 뜬금없다 귀찮다 깊다 드물다 어둡다 맑다 뒤늦다 쎄다 가깝다 질기다 귀엽다 좁다 곱다 바쁘다 낮다 싫다 짙다 나쁘다 이쁘다 낫다 야무지다 멋있다 어이없다 못지않다 슬푸다 줄다 가볍다  강하다 고맙다 안타깝다 멋지다 심하다 굳다 비싸다 알차다 부럽다 하찮다 아름답다 잘다 빠르다 놀랍다 싸다 무지하다 고되다 밝다 가파르다 세다 적다 박하다 붉다 빡세다 착하다 맛나다 맛없다 새롭다 똑같다 어렵다 즐겁다 멀다 흐리다 춥다 부드럽다 덥다 힘겹다 엄청나다,2
광복로문화패션거리,우연찮다 푸르다 굵다  시끄럽다 얇다 깊다 읎다 어둡다 정겹다 배부르다 약하다 귀찮다 지긋지긋하다 느리다 좁다 가깝다 후하다 귀엽다 궂다 어마다 낮다 반갑다 바쁘다 예뿌다 나쁘다 엄청나다 낫다 이쁘다 멋있다 무섭다 낡다  가볍다 남모르다 안타깝다 멋지다 심하다 수많다 비싸다 알차다 아름답다 지나치다 재미있다 빠르다 밤늦다 묘하다 그립다 밝다 아쉬우다 세다 적다 붉다 맛없다 새롭다 착하다 변함없다 똑같다 급하다 둥그렇다 즐겁다 멀다 흐리다 춥다 덥다 정신없다 까맣다,2
광안리어방축제, 아름다우다 눈부시다 옛스럽다 환하다 재미없다 귀찮다 깊다 배부르다 고프다 오래다 이렇다 귀엽다 갑작스럽다 바쁘다 재빠르다 귀여우다 섭하다 싫다 아프다 이쁘다 추우다 안녕하다 멋있다 야무지다  가볍다 어떻다 까지다 강하다 고맙다 안타깝다 멋지다 수많다 심하다 비싸다 알차다 아름답다 기쁘다 재미있다 빠르다 싸다 젊다 밝다 덩그러다 세다 적다 검다 새롭다 착하다 진하다 급하다 어렵다 저렇다 즐겁다 멀다 춥다 부드럽다 덥다 엄청나다,2
광안리패들보드,멋없다 어지럽다 귀찮다 겉다 바르다 쎄다 귀엽다 후하다 예뿌다 나쁘다 차다 추우다  어떠다 재미있다 겹다 조다 맛나다 붉다 갓다 저렇다 멀다 춥다 엄청나다 푸르다 더러우다 힘차다 파랗다 가깝다 차갑다 이쁘다 어이없다 가볍다 강하다 알맞다 멋지다 어려우다 알차다 빠르다 얕다 똑같다 진하다 어렵다 어떻다 정신없다 름없다 더럽다 깊다 상관없다 배부르다 약하다 맑다 좁다 바쁘다 습하다 싫다 색다르다 야무지다 무섭다 힘드다 배고프다 심하다 아름답다 쓸모없다 어떻하다 무서우다 미끄럽다 밝다 검다 새롭다 급하다 하얗다 나다 부드럽다 순하다  무겁다 아깝다 고르다 얇다 고프다 뒤늦다 이렇다 뽀얗다 낯설다 아프다 멋있다 시다 기다 부럽다 뿌옇다 싸다 아푸다 세다 적다 지겨우다 빡세다 즐겁다 흐리다 빡시다 덥다 힘겹다 가까우다,1
광안리해변 테마거리,활기차다 우연찮다  무겁다 얇다 상관없다 귀찮다 깊다 오래다 맑다 좁다 귀엽다 이렇다 낯설다 바쁘다 반갑다 예뿌다 싫다 섭하다 나쁘다 아프다 이쁘다 낫다 멋있다 야무지다 무섭다 잽싸다  어떠다 가볍다 사납다 어떻다 멋지다 심하다 비싸다 알차다 바뿌다 지나치다 아름답다 재미있다 실하다 빠르다 뜻깊다 깜다 부드러우다 젊다 밝다 자리다 맛나다 맛없다 새롭다 맵다 붉다 똑같다 급하다 어렵다 멀다 즐겁다 흐리다 춥다 부드럽다 덥다,2
광안리해수욕장,귀찮다 나쁘다 낡다  어떠다 힘없다 옹골차다 얇디얇다 설다 저렇다 웃다 찐하다 해맑다 뜬금없다 손쉽다 차갑다 이쁘다 못지않다 조그맣다 마르다 알차다 번거롭다 존다 젊다 따갑다 친하다 무덥다 름없다 느리다 곱다 낮다 지리다 고우다 속상하다 사이좋다 아름답다 게으르다 맛없다 틀림없다 고르다 재미나다 스럽다 뒤늦다 뽀얗다 거세다 지겹다 뿌옇다 놀랍다 깜다 비리다 아쉬우다 앙증맞다 싶다 경이롭다 어리다 덜하다 주옥같다 주의깊다 따시다 징그럽다 추우다 안녕하다 세차다 비좁다 당차다 지나치다 넒다 둥글다 붉다 맛나다 익다 심심찮다 숨차다 눅다 멀다 부끄럽다 구다 졸리다 푸르다 장하다 힘차다 정겹다 새빨갛다 어이없다 까다로우다 짧디짧다 칩다 어려우다 기막히다 남부럽다 묘하다 쩔다 덩그러다 똑같다 진하다 어렵다 어떻다 잦다 깜쪽같다 마땅찮다 푸지다 그르다 상관없다 격하다 맑다 좁다 질기다 언짢다 귀여우다 빨갛다 무섭다 힘드다 고맙다 배고프다 어딨다 무지하다 어떻하다 박하다 새롭다 매마르다 급하다 하얗다 활기차다 아깝다 과하다 이렇다 희다 아프다 슴슴하다 그지없다 감질나다 오지다 아푸다 자리다 지겨우다 빡세다 덥다 싱그럽다 아름다우다 환하다 어지럽다 어둡다 갑작스럽다 즐거다 예뿌다 짙다 틀지다 잽싸다 짓궂다 얼큰하다 두렵다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 뜻깊다 조다 곰살맞다 시커멓다 갓다 맵다 춥다 인상깊다 굵다 즐거우다 시끄럽다 읎다 파랗다 날카롭다 가깝다 궂다 우하다 퍼렇다 반갑다 뜨거우다 멋들어지다 빡쎄다 가볍다 까지다 멋지다 수많다 굳다 얄따랗다 기름지다 빠르다 부드러우다 얕다 변함없다 험하다 정신없다 거칠다 더럽다 배부르다 저리다 약하다 더우다 싫다 습하다 길다랗다 그만이다 시리다 머다 짠하다 드세다 동그랗다 심하다 흥겹다 두껍다 예뻤다 밝다 족다 쨍하다 훤하다 귀하다 부드럽다 죠다 까맣다 재미없다 고프다 무거우다 쓰리다 낯설다 옳다 노랗다 푸르르다 시다 비싸다 뜨다 잘다 고되다 남다르다 따스다 적다 즐겁다 흐리다 힘겹다 달큰하다 겉다 찹다 쎄다 연하다 귀엽다 후하다 어리석다 구찮다 차다 굴뚝같다 낫다 독하다 소용없다 따숩다 재미있다 까다롭다 가파르다 싱겁다 기다랗다 옅다 엄청나다 눈부시다 이채롭다 아무렇다 외롭다 멋쩍다 재빠르다 걸맞다 참하다 강하다 알맞다 착하다 쫀쫀하다 뜨겁다 감명깊다 놉다 웁다 손색없다 구리다 깊다 특별나다 흔하다 바쁘다 탁하다 엷다 마다 섭하다 색다르다 야무지다 벌겋다 추다 실하다 쓸모없다 무서우다 미끄럽다 검다 거하다 나다  무겁다 얇다 끊임없다 멋있다 슬푸다 안타깝다 귀찬다 부럽다 허벌나다 아낌없다 싸다 그립다 드넓다 세다 철없다 숱하다 가까우다,0
구덕문화공원,뜻있다 틀리다 쪼그맣다 가물다 옛스럽다 귀찮다 나쁘다 파라다 폭넓다 낡다  어떠다 겹다 저렇다 찐하다 해맑다 뜬금없다 야물딱지다 손쉽다 차갑다 이쁘다 거침없다 못지않다 가느다랗다 조그맣다 알차다 유별나다 존다 젊다 값지다 따갑다 차가우다 누리다 쿰쿰하다 값싸다 구성지다 무덥다 름없다 이릏다 찌뿌둥하다 느리다 여깄다 곱다 낮다 지리다 속상하다 뜨시다 요렇다 사이좋다 아름답다 쑥쓰럽다 맛없다 옥다 틀림없다 고르다 재미나다 스럽다 수줍다 뒤늦다 거세다 지겹다 뿌옇다 놀랍다 깜다 비리다 억세다 더디다 아쉬우다 앙증맞다 싶다 쓸데없다 한결같다 어리다 덜하다 단촐하다 징그럽다 추우다 어두우다 세차다 비좁다 붙다 사납다 대차다 지나치다 쌔다 둥글다 붉다 맛나다 심심찮다 멀다 부끄럽다 외지다 구다 푸르다 장하다 힘차다 정겹다 새파랗다 시렵다 어이없다 짧디짧다 칩다 어려우다 기막히다 묘하다 쩔다 덩그러다 지대다 기차다 똑같다 진하다 어렵다 옴팡지다 맑디맑다 어떻다 잦다 이롭다 격하다 상관없다 맑다 좁다 질기다 귀여우다 빨갛다 고마우다 잘나다 무섭다 부시다 힘드다 끈질기다 고맙다 배고프다 성싶다 어딨다 무지하다 새롭다 급하다 아까우다 하얗다 활기차다 아깝다 과하다 오래다 이렇다 희다 매우다 아프다 어지러우다 슴슴하다 감질나다 그지없다 오지다 뻔하다 흐드러지다 빡세다 멀고멀다 빡시다 덥다 싱그럽다 아름다우다 환하다 어지럽다 어둡다 갑작스럽다 즐거다 예뿌다 짙다 잽싸다 시답다 짓궂다 밉다 얼큰하다 두렵다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 뜻깊다 조다 시커멓다 갓다 맵다 춥다 인상깊다 우연찮다 굵다 즐거우다 시끄럽다 읎다 드물다 좁디좁다 파랗다 날카롭다 가깝다 궂다 반갑다 뜨거우다 드럽다 빡쎄다 가볍다 안쓰럽다 까지다 멋지다 수많다 굳다 기름지다 빠르다 서글프다 생뚱맞다 얕다 그릏다 변함없다 험하다 정신없다 거칠다 보드랍다 더럽다 선하다 넓디넓다 배부르다 약하다 저리다 어마다 습하다 싫다 더우다 그만이다 시리다 줄기차다 머다 드세다 동그랗다 심하다 흥겹다 예뻤다 두껍다 덧없다 밝다 밭다 쨍하다 훤하다 귀하다 부드럽다 죠다 까맣다 재미없다 떫다 고프다 쓰리다 낯설다 옳다 머지않다 노랗다 시다 괴롭다 새차다 비싸다 뜨다 잘다 고되다 남다르다 적다 즐겁다 역겹다 흐리다 힘겹다 겉다 찹다 적잖다 쎄다 연하다 귀엽다 후하다 구찮다 차다 커다랗다 굴뚝같다 낫다 독하다 시덥잖다 따숩다 재미있다 까다롭다 가늘다 외다 가파르다 싱겁다 옅다 누렇다 엄청나다 눈부시다 흉하다 아무렇다 외롭다 멋쩍다 재빠르다 걸맞다 뛰어나다 빼어나다 해롭다 강하다 알맞다 재다 멋적다 꺼멓다 어쭙잖다 뜨근하다 착하다 쫀쫀하다 뜨겁다 감명깊다 자그맣다 웁다 손색없다 만다 구리다 깊다 곤하다 흔하다 바쁘다 섭하다 색다르다 야무지다 우습다 매끄럽다 벌겋다 먹먹하다 실하다 무서우다 검다 거하다 나다 순하다  무겁다 얇다 정답다 멋있다 안타깝다 끝없다 부럽다 싸다 그립다 드넓다 세다 철없다 가까우다,0
